seq,send_timestamp_ns,recv_timestamp_ns,rtt_ns
540,1777463545925797330,1777463545932636645,6839315
541,1777463545942776110,1777463545955181542,12405432
542,1777463545965305848,1777463545984332633,19026785
543,1777463545994456459,1777463546035971040,41514581
544,1777463546046294459,1777463546061605987,15311528
545,1777463546071836451,1777463546091647828,19811377
546,1777463546101804835,1777463546116544133,14739298
547,1777463546126726364,1777463546138130915,11404551
548,1777463546148282389,1777463546154405072,6122683
549,1777463546164640702,1777463546170710294,6069592
550,1777463546180990347,1777463546184760264,3769917
551,1777463546194935028,1777463546201860829,6925801
552,1777463546212097462,1777463546219758303,7660841
553,1777463546229921622,1777463546239808704,9887082
554,1777463546250109739,1777463546265817362,15707623
555,1777463546276017327,1777463546288777393,12760066
556,1777463546298957026,1777463546302608832,3651806
557,1777463546312879348,1777463546326327843,13448495
558,1777463546336456266,1777463546340191191,3734925
559,1777463546350482209,1777463546358177395,7695186
560,1777463546368311919,1777463546375459589,7147670
561,1777463546385782375,1777463546392393922,6611547
562,1777463546402561247,1777463546409218665,6657418
563,1777463546419359767,1777463546426347355,6987588
564,1777463546436506300,1777463546442745388,6239088
565,1777463546453099482,1777463546479916742,26817260
566,1777463546490058222,1777463546495171140,5112918
567,1777463546505306058,1777463546512132459,6826401
568,1777463546522277106,1777463546531333542,9056436
569,1777463546541576103,1777463546563597785,22021682
570,1777463546573841704,1777463546580275580,6433876
571,1777463546590468934,1777463546600268840,9799906
572,1777463546610510739,1777463546615098216,4587477
573,1777463546625257132,1777463546634785446,9528314
574,1777463546644938251,1777463546649283647,4345396
575,1777463546659419530,1777463546697355393,37935863
576,1777463546707604804,1777463546710995781,3390977
577,1777463546721240844,1777463546735749710,14508866
578,1777463546745964561,1777463546751304099,5339538
579,1777463546761484993,1777463546768253652,6768659
580,1777463546778383409,1777463546781274445,2891036
581,1777463546791397859,1777463546804050669,12652810
582,1777463546814383688,1777463546836078960,21695272
583,1777463546846384606,1777463546853298516,6913910
584,1777463546863582838,1777463546931787755,68204917
