seq,send_timestamp_ns,recv_timestamp_ns,rtt_ns
627,1777463872473136417,1777463872475125173,1988756
628,1777463872485414964,1777463872487426537,2011573
629,1777463872497560855,1777463872503357043,5796188
630,1777463872513483479,1777463872522663066,9179587
631,1777463872532824041,1777463872545061541,12237500
632,1777463872555255324,1777463872557125768,1870444
633,1777463872567319382,1777463872577742939,10423557
634,1777463872587896646,1777463872591038972,3142326
635,1777463872601187178,1777463872602871785,1684607
636,1777463872613088632,1777463872617904123,4815491
637,1777463872628195226,1777463872630056914,1861688
638,1777463872640297061,1777463872647826683,7529622
639,1777463872657987737,1777463872660116186,2128449
640,1777463872670326664,1777463872679505720,9179056
641,1777463872689671365,1777463872691486916,1815551
642,1777463872701716700,1777463872709454161,7737461
643,1777463872719587843,1777463872722686705,3098862
644,1777463872732876393,1777463872734816023,1939630
645,1777463872744977243,1777463872750594011,5616768
646,1777463872760741266,1777463872771116987,10375721
647,1777463872781256105,1777463872783716115,2460010
648,1777463872793971262,1777463872795648238,1676976
649,1777463872805778355,1777463872807520776,1742421
650,1777463872817668873,1777463872827020220,9351347
651,1777463872837169391,1777463872848783964,11614573
652,1777463872858928607,1777463872860790189,1861582
653,1777463872870991472,1777463872875343061,4351589
654,1777463872885484011,1777463872887199876,1715865
655,1777463872897457885,1777463872924324801,26866916
656,1777463872934575301,1777463872936382340,1807039
657,1777463872946513398,1777463872954574726,8061328
658,1777463872964734086,1777463872967029134,2295048
659,1777463872977239494,1777463872995346746,18107252
660,1777463873005685122,1777463873010332784,4647662
661,1777463873020524143,1777463873033901544,13377401
662,1777463873044092966,1777463873046760006,2667040
663,1777463873056931532,1777463873058968980,2037448
664,1777463873069095529,1777463873071970289,2874760
665,1777463873082240686,1777463873089671155,7430469
666,1777463873099814913,1777463873114220030,14405117
667,1777463873124350709,1777463873164001567,39650858
668,1777463873174184963,1777463873202664140,28479177
669,1777463873212811003,1777463873216532819,3721816
670,1777463873226723160,1777463873261780388,35057228
671,1777463873271915599,1777463873293388162,21472563
672,1777463873303529792,1777463873317198345,13668553
673,1777463873327340581,1777463873340235798,12895217
674,1777463873350390802,1777463873370748529,20357727
675,1777463873380896181,1777463873384708657,3812476
676,1777463873394963777,1777463873396671910,1708133
677,1777463873406800164,1777463873421123901,14323737
678,1777463873431302575,1777463873466888793,35586218
679,1777463873477051521,1777463873488960376,11908855
680,1777463873499102294,1777463873501705670,2603376
681,1777463873511885889,1777463873526459812,14573923
682,1777463873536606593,1777463873539296065,2689472
683,1777463873549514564,1777463873551406584,1892020
684,1777463873561579397,1777463873575873612,14294215
685,1777463873586027140,1777463873604175054,18147914
686,1777463873614313083,1777463873623413947,9100864
687,1777463873633551460,1777463873674478768,40927308
688,1777463873684644861,1777463873692769456,8124595
689,1777463873702917666,1777463873728966422,26048756
690,1777463873739131454,1777463873747841609,8710155
691,1777463873757970444,1777463873785785923,27815479
692,1777463873796057669,1777463873803712945,7655276
693,1777463873813902390,1777463873816448694,2546304
694,1777463873826614588,1777463873833261452,6646864
695,1777463873843397975,1777463873848677666,5279691
696,1777463873858834438,1777463873860468629,1634191
697,1777463873870670077,1777463873873428592,2758515
698,1777463873883617921,1777463873886202549,2584628
699,1777463873896415309,1777463873907202586,10787277
700,1777463873917374954,1777463873919108879,1733925
701,1777463873929307096,1777463873932385472,3078376
702,1777463873942529435,1777463873975004524,32475089
703,1777463873985098034,1777463873990828726,5730692
704,1777463874001021617,1777463874011395387,10373770
705,1777463874021543437,1777463874033987091,12443654
706,1777463874044263431,1777463874064324530,20061099
707,1777463874074454091,1777463874084866100,10412009
708,1777463874095056369,1777463874103708786,8652417
709,1777463874113848345,1777463874115411570,1563225
710,1777463874125672499,1777463874135812877,10140378
711,1777463874146091625,1777463874172170616,26078991
712,1777463874182365826,1777463874184929112,2563286
713,1777463874195231100,1777463874197988954,2757854
714,1777463874208280471,1777463874217115752,8835281
715,1777463874227246110,1777463874229023052,1776942
716,1777463874239214545,1777463874240881111,1666566
717,1777463874251142546,1777463874255940559,4798013
718,1777463874266126647,1777463874269630913,3504266
719,1777463874279819837,1777463874290900474,11080637
720,1777463874301098069,1777463874320722946,19624877
721,1777463874330885779,1777463874340276758,9390979
722,1777463874350474102,1777463874362841489,12367387
723,1777463874373186605,1777463874378801170,5614565
724,1777463874388983927,1777463874391239707,2255780
725,1777463874401369872,1777463874410210958,8841086
726,1777463874420368099,1777463874422199409,1831310
727,1777463874432382564,1777463874434768698,2386134
728,1777463874445030337,1777463874478680291,33649954
729,1777463874488850341,1777463874502466050,13615709
730,1777463874512779162,1777463874521765538,8986376
731,1777463874532017023,1777463874535250761,3233738
732,1777463874545420745,1777463874562237592,16816847
733,1777463874572509087,1777463874574332288,1823201
734,1777463874584473627,1777463874598718229,14244602
735,1777463874608881976,1777463874615399150,6517174
736,1777463874625544647,1777463874627082228,1537581
737,1777463874637273335,1777463874638968504,1695169
738,1777463874649129294,1777463874652029279,2899985
739,1777463874662211350,1777463874706671225,44459875
740,1777463874716794512,1777463874725428308,8633796
741,1777463874735566033,1777463874737545212,1979179
742,1777463874747718862,1777463874750895128,3176266
743,1777463874761085251,1777463874798130224,37044973
744,1777463874808360598,1777463874811480661,3120063
745,1777463874821663728,1777463874937756674,116092946
746,1777463874947922677,1777463874954977608,7054931
747,1777463874965225409,1777463874973804333,8578924
748,1777463874984003905,1777463874986323957,2320052
749,1777463874996583909,1777463875002792182,6208273
750,1777463875013063291,1777463875017514929,4451638
751,1777463875027672663,1777463875033496280,5823617
752,1777463875043753210,1777463875047293411,3540201
753,1777463875057494811,1777463875059024569,1529758
754,1777463875069210313,1777463875084226908,15016595
755,1777463875094530314,1777463875097134697,2604383
756,1777463875107336381,1777463875110398145,3061764
757,1777463875120641424,1777463875134914696,14273272
758,1777463875145177267,1777463875147399951,2222684
759,1777463875157565875,1777463875160802323,3236448
760,1777463875171095760,1777463875181434480,10338720
761,1777463875191634005,1777463875197252153,5618148
762,1777463875207535893,1777463875209441705,1905812
763,1777463875219611624,1777463875221258066,1646442
764,1777463875231531840,1777463875238441598,6909758
765,1777463875248719282,1777463875250547310,1828028
766,1777463875260697152,1777463875263706373,3009221
767,1777463875273879047,1777463875283296851,9417804
768,1777463875293460327,1777463875295254624,1794297
769,1777463875305390331,1777463875310058682,4668351
770,1777463875320228266,1777463875323882774,3654508
771,1777463875334052791,1777463875341861517,7808726
772,1777463875351998459,1777463875353549122,1550663
773,1777463875363831724,1777463875366267370,2435646
774,1777463875376497453,1777463875385381284,8883831
775,1777463875395554426,1777463875419291834,23737408
776,1777463875429537876,1777463875433355886,3818010
777,1777463875443702474,1777463875445552751,1850277
778,1777463875455739414,1777463875466924974,11185560
779,1777463875477268220,1777463875489177526,11909306
780,1777463875499364596,1777463875505477526,6112930
781,1777463875515626202,1777463875519796732,4170530
782,1777463875529972293,1777463875546199592,16227299
783,1777463875556332493,1777463875559187017,2854524
784,1777463875569440912,1777463875573716534,4275622
785,1777463875583909753,1777463875600544962,16635209
786,1777463875610880478,1777463875617082524,6202046
787,1777463875627265862,1777463875628951937,1686075
788,1777463875639189825,1777463875647038352,7848527
789,1777463875657213953,1777463875659224783,2010830
790,1777463875669364049,1777463875672982612,3618563
791,1777463875683104633,1777463875693337175,10232542
792,1777463875703489519,1777463875709725232,6235713
793,1777463875719873502,1777463875721529179,1655677
794,1777463875731712683,1777463875733999278,2286595
795,1777463875744245398,1777463875752218571,7973173
796,1777463875762437602,1777463875774175904,11738302
797,1777463875784287905,1777463875796557527,12269622
798,1777463875806725865,1777463875812982590,6256725
799,1777463875823189685,1777463875824870302,1680617
800,1777463875835226088,1777463875842359281,7133193
801,1777463875852529196,1777463875856555603,4026407
802,1777463875866702490,1777463875868404867,1702377
803,1777463875878760568,1777463875880718248,1957680
804,1777463875890966327,1777463875901576511,10610184
805,1777463875911779721,1777463875914472432,2692711
806,1777463875924668672,1777463875926398015,1729343
807,1777463875936591543,1777463875938877781,2286238
808,1777463875949168372,1777463875955382808,6214436
809,1777463875965641414,1777463875969285364,3643950
810,1777463875979502621,1777463875980995167,1492546
811,1777463875991169972,1777463875998652980,7483008
812,1777463876008812722,1777463876010556060,1743338
813,1777463876020688844,1777463876040561981,19873137
814,1777463876050694150,1777463876063031333,12337183
815,1777463876073209046,1777463876084709239,11500193
816,1777463876094872043,1777463876102926710,8054667
817,1777463876113104433,1777463876141731347,28626914
818,1777463876151930028,1777463876163790743,11860715
819,1777463876173934669,1777463876185922349,11987680
820,1777463876196100065,1777463876210563813,14463748
821,1777463876220698550,1777463876228179513,7480963
822,1777463876238305575,1777463876241758304,3452729
823,1777463876251894494,1777463876254084353,2189859
824,1777463876264195417,1777463876266001311,1805894
825,1777463876276189907,1777463876277778018,1588111
826,1777463876287919891,1777463876289705510,1785619
827,1777463876299832433,1777463876317425192,17592759
828,1777463876327672947,1777463876334411651,6738704
829,1777463876344581157,1777463876349115410,4534253
830,1777463876359295936,1777463876409818597,50522661
831,1777463876419946033,1777463876473166097,53220064
832,1777463876483309005,1777463876495693000,12383995
833,1777463876505827477,1777463876511979575,6152098
834,1777463876522329821,1777463876524259359,1929538
835,1777463876534516597,1777463876539499246,4982649
836,1777463876549632575,1777463876558812712,9180137
837,1777463876568959650,1777463876571139913,2180263
838,1777463876581340603,1777463876582890570,1549967
839,1777463876593190972,1777463876594915048,1724076
840,1777463876605184334,1777463876614090138,8905804
841,1777463876624292970,1777463876633166055,8873085
842,1777463876643309843,1777463876644829618,1519775
843,1777463876655149064,1777463876656653862,1504798
844,1777463876666919415,1777463876671899778,4980363
845,1777463876682092335,1777463876684124937,2032602
846,1777463876694277641,1777463876696876795,2599154
847,1777463876707137277,1777463876718466058,11328781
848,1777463876728631502,1777463876735968874,7337372
849,1777463876746166675,1777463876747855731,1689056
850,1777463876758033788,1777463876763513323,5479535
851,1777463876773675756,1777463876775371345,1695589
852,1777463876785497197,1777463876788245741,2748544
853,1777463876798398935,1777463876800060411,1661476
854,1777463876810237732,1777463876817868732,7631000
855,1777463876828130463,1777463876837377259,9246796
856,1777463876847517086,1777463876849833296,2316210
857,1777463876860098082,1777463876867574398,7476316
858,1777463876877881174,1777463876880308367,2427193
859,1777463876890485163,1777463876903262798,12777635
860,1777463876913521221,1777463876917927988,4406767
861,1777463876928112567,1777463876932967793,4855226
862,1777463876943123223,1777463876948435761,5312538
863,1777463876958780516,1777463877003125570,44345054
864,1777463877013289534,1777463877041777461,28487927
865,1777463877051945741,1777463877053773614,1827873
866,1777463877063984735,1777463877095839231,31854496
867,1777463877106020994,1777463877107962172,1941178
868,1777463877118087901,1777463877126291224,8203323
869,1777463877136492623,1777463877155377969,18885346
870,1777463877165525640,1777463877186388581,20862941
871,1777463877196667128,1777463877198657731,1990603
872,1777463877208898839,1777463877230451977,21553138
873,1777463877240611969,1777463877245468371,4856402
874,1777463877255662825,1777463877257349483,1686658
875,1777463877267476618,1777463877278375777,10899159
876,1777463877288551000,1777463877294337574,5786574
877,1777463877304497816,1777463877328394160,23896344
878,1777463877338557574,1777463877340375008,1817434
879,1777463877350512901,1777463877359442999,8930098
880,1777463877369606951,1777463877378462449,8855498
881,1777463877388625740,1777463877395240705,6614965
882,1777463877405434757,1777463877412761674,7326917
883,1777463877422946014,1777463877434170038,11224024
884,1777463877444502018,1777463877450499069,5997051
885,1777463877460653754,1777463877467775469,7121715
886,1777463877478085946,1777463877482806589,4720643
887,1777463877493153816,1777463877499809448,6655632
888,1777463877509997126,1777463877516809638,6812512
889,1777463877526999862,1777463877536545165,9545303
890,1777463877546730623,1777463877549599845,2869222
891,1777463877559875544,1777463877563877076,4001532
892,1777463877573997284,1777463877654572674,80575390
893,1777463877664703848,1777463877666259016,1555168
894,1777463877676509489,1777463877685635478,9125989
895,1777463877695801365,1777463877697781263,1979898
896,1777463877707968885,1777463877709745926,1777041
897,1777463877719888805,1777463877721606849,1718044
898,1777463877731741276,1777463877772348730,40607454
899,1777463877782507126,1777463877787703815,5196689
900,1777463877797925491,1777463877805752888,7827397
901,1777463877816169762,1777463877822369571,6199809
902,1777463877832536358,1777463877853158800,20622442
903,1777463877863294763,1777463877866761033,3466270
904,1777463877876932594,1777463877878439296,1506702
905,1777463877888578909,1777463877890453943,1875034
906,1777463877900597735,1777463877916492986,15895251
907,1777463877926895847,1777463877935514933,8619086
908,1777463877945672364,1777463877947265446,1593082
909,1777463877957441346,1777463877962299349,4858003
910,1777463877972493271,1777463877974129883,1636612
911,1777463877984296158,1777463877993748699,9452541
912,1777463878003923473,1777463878005629716,1706243
913,1777463878015816070,1777463878027621278,11805208
914,1777463878037794941,1777463878048722168,10927227
915,1777463878058889489,1777463878065476684,6587195
916,1777463878075624563,1777463878077399037,1774474
917,1777463878087538771,1777463878095808849,8270078
918,1777463878105949909,1777463878107605485,1655576
919,1777463878117787554,1777463878119555370,1767816
920,1777463878129698974,1777463878131587360,1888386
921,1777463878141754552,1777463878152196609,10442057
922,1777463878162448673,1777463878166324425,3875752
923,1777463878176469019,1777463878178733042,2264023
924,1777463878188885685,1777463878210939275,22053590
925,1777463878221094882,1777463878272184816,51089934
926,1777463878282329136,1777463878283886224,1557088
927,1777463878294150821,1777463878317917659,23766838
928,1777463878328208155,1777463878334283908,6075753
929,1777463878344428181,1777463878351713156,7284975
930,1777463878362031833,1777463878374337575,12305742
931,1777463878384531281,1777463878390724024,6192743
932,1777463878400867306,1777463878418375422,17508116
933,1777463878428671141,1777463878436807767,8136626
934,1777463878446937187,1777463878467170423,20233236
935,1777463878477534855,1777463878485184497,7649642
936,1777463878495330106,1777463878497415132,2085026
937,1777463878507569438,1777463878517409381,9839943
938,1777463878527684673,1777463878539458406,11773733
939,1777463878549689656,1777463878566662612,16972956
940,1777463878576932889,1777463878579581562,2648673
941,1777463878589830752,1777463878592104087,2273335
942,1777463878602230689,1777463878606943721,4713032
943,1777463878617107880,1777463878620016672,2908792
944,1777463878630184329,1777463878641642690,11458361
945,1777463878651806212,1777463878679515712,27709500
946,1777463878689792348,1777463878691359140,1566792
947,1777463878701506523,1777463878709396725,7890202
948,1777463878719527719,1777463878722629788,3102069
949,1777463878732804625,1777463878744165883,11361258
950,1777463878754306499,1777463878780791146,26484647
951,1777463878791154323,1777463878794646010,3491687
952,1777463878804817469,1777463878806716626,1899157
953,1777463878816857371,1777463878824377528,7520157
954,1777463878834555740,1777463878837711099,3155359
955,1777463878847969943,1777463878849539469,1569526
956,1777463878859700227,1777463878865510814,5810587
957,1777463878875721457,1777463878914781991,39060534
958,1777463878925062272,1777463878926696271,1633999
959,1777463878936969312,1777463878938552367,1583055
960,1777463878948736962,1777463878951014459,2277497
961,1777463878961306628,1777463878971342865,10036237
962,1777463878981480014,1777463878986878758,5398744
963,1777463878997081301,1777463878999681444,2600143
964,1777463879009854843,1777463879011597246,1742403
965,1777463879021772732,1777463879068505059,46732327
966,1777463879078743708,1777463879101269007,22525299
967,1777463879111405789,1777463879113655936,2250147
968,1777463879123971304,1777463879129974192,6002888
969,1777463879140100911,1777463879142379845,2278934
970,1777463879152534876,1777463879154532094,1997218
971,1777463879164692117,1777463879176201955,11509838
972,1777463879186336387,1777463879198144148,11807761
973,1777463879208285083,1777463879212759281,4474198
974,1777463879222888382,1777463879233017579,10129197
975,1777463879243200347,1777463879256248354,13048007
976,1777463879266382125,1777463879307421956,41039831
977,1777463879317565180,1777463879363265235,45700055
978,1777463879373492808,1777463879409922055,36429247
979,1777463879420060406,1777463879422649590,2589184
980,1777463879432936359,1777463879463377091,30440732
981,1777463879473526325,1777463879478366314,4839989
982,1777463879488507042,1777463879491278638,2771596
983,1777463879501421772,1777463879515354478,13932706
984,1777463879525515229,1777463879542168944,16653715
985,1777463879552299765,1777463879554103993,1804228
986,1777463879564330873,1777463879571250226,6919353
987,1777463879581513182,1777463879583228006,1714824
988,1777463879593380689,1777463879595387769,2007080
989,1777463879605570215,1777463879611337661,5767446
990,1777463879621502174,1777463879631263458,9761284
991,1777463879641441611,1777463879647846360,6404749
992,1777463879657988615,1777463879666141030,8152415
993,1777463879676339577,1777463879719782909,43443332
994,1777463879730099602,1777463879740969917,10870315
995,1777463879751206240,1777463879769188211,17981971
996,1777463879779329614,1777463879797001075,17671461
997,1777463879807295031,1777463879816464497,9169466
998,1777463879826654842,1777463879856495754,29840912
